id,timestamp,amount,type,category,description,account_balance,business_type,tags
TXN-FA3970BAAA20,2026-05-13T11:13:58,538.15,CREDIT,online_sales,Website checkout,338960.22,retailer,sale
TXN-3C5733F73458,2026-05-13T11:21:14,445.42,CREDIT,bulk_order,Wholesale order,332233.77,retailer,sale
TXN-E4A762AECEDF,2026-05-13T11:53:27,266.56,CREDIT,bulk_order,Wholesale order,326751.32,retailer,sale
TXN-755E73148BC9,2026-05-13T13:44:07,684.51,CREDIT,online_sales,Website checkout,325675.24,retailer,sale
TXN-52B70687ED0C,2026-05-13T14:45:44,576.98,CREDIT,online_sales,Online cart,333367.94,retailer,sale
TXN-C168F9BAC431,2026-05-13T15:24:37,557.19,CREDIT,online_sales,Online cart,332790.96,retailer,sale
TXN-8A6296008602,2026-05-13T15:58:33,538.19,CREDIT,bulk_order,Corporate purchase,336897.58,retailer,sale
TXN-C72BBBD0C05B,2026-05-13T17:34:37,313.3,CREDIT,product_sales,Walk-in customer,327470.22,retailer,sale
TXN-0EB6FD558E43,2026-05-13T17:40:00,434.08,CREDIT,returns_received,Return from vendor,335575.01,retailer,sale
TXN-4BB14F4E5FEB,2026-05-13T18:33:26,420.35,CREDIT,returns_received,Supplier credit note,326484.76,retailer,sale
TXN-845E68704564,2026-05-13T18:38:01,535.46,CREDIT,bulk_order,Bulk purchase - B2B,336110.47,retailer,sale
TXN-18EE2C4CF716,2026-05-13T18:42:07,691.17,CREDIT,online_sales,Website checkout,334261.95,retailer,sale
TXN-578F6CEF40EF,2026-05-13T18:54:00,966.7,DEBIT,maintenance,AC servicing,337993.52,retailer,expense
TXN-D4E1D42B9049,2026-05-13T18:57:43,248.92,CREDIT,returns_received,Return from vendor,336359.39,retailer,sale
TXN-71D058B73B5F,2026-05-13T19:14:35,459.98,CREDIT,returns_received,Supplier credit note,329642.01,retailer,sale
TXN-86556F7ED24C,2026-05-13T20:03:57,432.32,CREDIT,product_sales,In-store sales,335140.93,retailer,sale
TXN-A6F143E1C9CF,2026-05-13T20:14:51,406.61,CREDIT,product_sales,Walk-in customer,337951.69,retailer,sale
TXN-2CD7C98A9748,2026-05-13T20:46:01,624.23,CREDIT,online_sales,Shopify order,330760.33,retailer,sale
TXN-9B662F08C6AB,2026-05-14T08:05:39,727.56,CREDIT,online_sales,Website checkout,345666.74,retailer,sale
TXN-FAB4920571F2,2026-05-14T08:10:50,520.69,CREDIT,bulk_order,Corporate purchase,344939.18,retailer,sale
TXN-4ACA117BCD32,2026-05-14T08:39:00,2015.21,DEBIT,inventory_purchase,Stock order #TXN-D793,344150.43,retailer,"expense,inventory_order"
TXN-B931D652CEB3,2026-05-14T09:52:26,447.44,CREDIT,returns_received,Return from vendor,339768.36,retailer,sale
TXN-258C63C80C5D,2026-05-14T10:26:15,367.38,CREDIT,bulk_order,Bulk purchase - B2B,340135.74,retailer,sale
TXN-2A80416983BD,2026-05-14T10:27:51,238.44,CREDIT,product_sales,POS transaction,343864.67,retailer,sale
TXN-D638B188D758,2026-05-14T11:17:05,432.54,CREDIT,online_sales,Amazon marketplace,338958.97,retailer,sale
TXN-2D89F7BFEB8C,2026-05-14T11:55:10,514.32,CREDIT,returns_received,Return from vendor,341175.73,retailer,sale
TXN-211B5D118AA3,2026-05-14T12:03:52,624.67,CREDIT,returns_received,Return from vendor,343245.27,retailer,sale
TXN-0D0BFC3F1F05,2026-05-14T12:09:20,380.96,CREDIT,bulk_order,Corporate purchase,343626.23,retailer,sale
TXN-21B28E2C1B0E,2026-05-14T12:14:50,553.82,CREDIT,returns_received,Supplier credit note,344418.49,retailer,sale
TXN-5844EF3B296E,2026-05-14T12:36:21,229.76,CREDIT,bulk_order,Bulk purchase - B2B,340661.41,retailer,sale
TXN-D2FF3E9C1DA9,2026-05-14T13:52:01,123.66,CREDIT,returns_received,Return from vendor,338526.43,retailer,sale
TXN-0A67277AC940,2026-05-14T14:55:47,148.9,CREDIT,online_sales,Amazon marketplace,340284.64,retailer,sale
TXN-7A9B2B53420E,2026-05-14T15:56:14,498.9,CREDIT,returns_received,Return from vendor,346165.64,retailer,sale
TXN-6A21ECCC4180,2026-05-14T16:42:22,713.46,CREDIT,online_sales,Amazon marketplace,341889.19,retailer,sale
TXN-3D5894EA7234,2026-05-14T16:56:51,731.41,CREDIT,online_sales,Website checkout,342620.6,retailer,sale
TXN-E300B7554FA3,2026-05-14T18:51:03,361.95,CREDIT,product_sales,Counter sale,339320.92,retailer,sale
TXN-8B1073CFD1E6,2026-05-14T20:00:10,409.25,CREDIT,bulk_order,Bulk purchase - B2B,338402.77,retailer,sale
TXN-9916B1BF4DAA,2026-05-14T20:34:55,147.01,CREDIT,returns_received,Supplier credit note,340431.65,retailer,sale
TXN-0A6C3C706BE8,2026-05-15T08:24:45,501.64,CREDIT,bulk_order,Wholesale order,345730.03,retailer,"sale,peak_day"
TXN-17AD71107BCE,2026-05-15T08:30:47,795.73,CREDIT,online_sales,Shopify order,349379.54,retailer,"sale,peak_day"
TXN-FFDD1A3BA6F3,2026-05-15T08:40:51,346.35,CREDIT,returns_received,Return from vendor,350066.77,retailer,"sale,peak_day"
TXN-BABE693D2480,2026-05-15T08:45:09,674.89,CREDIT,online_sales,Website checkout,351345.56,retailer,"sale,peak_day"
TXN-386BD107719F,2026-05-15T09:21:12,806.75,CREDIT,online_sales,Amazon marketplace,347427.92,retailer,"sale,peak_day"
TXN-E756F3FD32CC,2026-05-15T09:24:00,144.22,DEBIT,inventory_purchase,Stock order #TXN-1426,351539.69,retailer,"expense,inventory_order"
TXN-A5AD564C5BD9,2026-05-15T11:17:52,363.08,CREDIT,returns_received,Supplier credit note,346621.17,retailer,"sale,peak_day"
TXN-0D8B09BFBA0D,2026-05-15T12:16:04,206.56,CREDIT,returns_received,Supplier credit note,350670.67,retailer,"sale,peak_day"
TXN-91EE33BD8AEF,2026-05-15T12:24:08,528.06,CREDIT,product_sales,POS transaction,346258.09,retailer,"sale,peak_day"
TXN-AC3172C8F5D7,2026-05-15T12:43:05,535.97,CREDIT,returns_received,Return from vendor,344972.49,retailer,"sale,peak_day"
TXN-FE2C77257F17,2026-05-15T13:15:28,340.88,CREDIT,returns_received,Supplier credit note,349720.42,retailer,"sale,peak_day"
TXN-16E1164E1A51,2026-05-15T13:32:22,397.34,CREDIT,returns_received,Supplier credit note,350464.11,retailer,"sale,peak_day"
TXN-39CC6F998232,2026-05-15T13:42:00,1969.13,DEBIT,marketing,Facebook Ads,348636.68,retailer,expense
TXN-AAD6107C41B8,2026-05-15T14:54:59,338.35,CREDIT,bulk_order,Bulk purchase - B2B,351683.91,retailer,"sale,peak_day"
TXN-05F92F34FEC7,2026-05-15T15:22:41,74.65,CREDIT,bulk_order,Wholesale order,348351.76,retailer,"sale,peak_day"
TXN-0758F132E83E,2026-05-15T15:45:20,383.22,CREDIT,online_sales,Shopify order,347811.14,retailer,"sale,peak_day"
TXN-315EF5D36ACC,2026-05-15T17:27:00,933.88,DEBIT,marketing,Print marketing,350605.81,retailer,expense
TXN-778E9A95149B,2026-05-15T17:30:18,286.09,CREDIT,online_sales,Website checkout,344436.52,retailer,"sale,peak_day"
TXN-8206A9FF0D4C,2026-05-15T20:16:25,232.05,CREDIT,product_sales,Counter sale,348583.81,retailer,"sale,peak_day"
TXN-00B62BACBBD2,2026-05-15T20:45:27,255.9,CREDIT,bulk_order,Wholesale order,345228.39,retailer,"sale,peak_day"
TXN-0D3DAD7E9941,2026-05-15T20:57:11,465.97,CREDIT,product_sales,Walk-in customer,348277.11,retailer,"sale,peak_day"
TXN-D31C7AA82BCB,2026-05-16T08:33:32,375.98,CREDIT,returns_received,Return from vendor,354519.98,retailer,"sale,peak_day"
TXN-6B326D39E649,2026-05-16T08:58:52,299.23,CREDIT,online_sales,Amazon marketplace,354819.21,retailer,"sale,peak_day"
TXN-9E7D8F4ECBFD,2026-05-16T09:13:28,437.37,CREDIT,online_sales,Shopify order,362854.8,retailer,"sale,peak_day"
TXN-EFA40926010E,2026-05-16T09:39:00,559.33,DEBIT,logistics,Last-mile delivery,362295.47,retailer,expense
TXN-E4E9C3A9F2A7,2026-05-16T10:13:38,526.41,CREDIT,returns_received,Return from vendor,351822.21,retailer,"sale,peak_day"
TXN-1CC1C7C1376E,2026-05-16T10:34:06,584.85,CREDIT,bulk_order,Corporate purchase,349678.12,retailer,"sale,peak_day"
TXN-23556430DB53,2026-05-16T10:34:55,222.23,CREDIT,product_sales,Counter sale,351295.8,retailer,"sale,peak_day"
TXN-66CFDAC66689,2026-05-16T10:44:27,277.99,CREDIT,returns_received,Supplier credit note,348914.67,retailer,"sale,peak_day"
TXN-C5FE0A604869,2026-05-16T11:30:21,790.07,CREDIT,returns_received,Return from vendor,358088.01,retailer,"sale,peak_day"
TXN-955F2A990137,2026-05-16T11:35:50,395.18,CREDIT,bulk_order,Corporate purchase,352217.39,retailer,"sale,peak_day"
TXN-F3DF782CBDBE,2026-05-16T11:46:00,2382.52,DEBIT,utilities,Internet bill,357683.31,retailer,expense
TXN-83FE5FDB2616,2026-05-16T12:03:49,81.11,CREDIT,online_sales,Website checkout,356516.25,retailer,"sale,peak_day"
TXN-3197222872F5,2026-05-16T12:20:10,774.63,CREDIT,product_sales,Walk-in customer,350783.17,retailer,"sale,peak_day"
TXN-D584FD067543,2026-05-16T12:42:40,551.92,CREDIT,product_sales,In-store sales,358639.93,retailer,"sale,peak_day"
TXN-360D927A8D05,2026-05-16T12:48:44,519.5,CREDIT,online_sales,Website checkout,355338.71,retailer,"sale,peak_day"
TXN-8C2DE0C5AD1F,2026-05-16T13:04:00,1966.13,DEBIT,maintenance,Plumbing repair,360329.34,retailer,expense
TXN-13D8DB334AFE,2026-05-16T13:08:15,602.47,CREDIT,online_sales,Amazon marketplace,356435.14,retailer,"sale,peak_day"
TXN-2C0194CDF82E,2026-05-16T13:08:27,530.74,CREDIT,online_sales,Online cart,353478.51,retailer,"sale,peak_day"
TXN-C45BD37F49E3,2026-05-16T13:21:06,503.3,CREDIT,online_sales,Online cart,352947.77,retailer,"sale,peak_day"
TXN-75B0CFF06A0D,2026-05-16T13:38:00,263.51,DEBIT,utilities,Gas bill,360065.83,retailer,expense
TXN-A460F10CD38C,2026-05-16T13:55:41,285.12,CREDIT,product_sales,Walk-in customer,361240.79,retailer,"sale,peak_day"
TXN-AD7B878F510C,2026-05-16T14:03:36,447.8,CREDIT,product_sales,In-store sales,357297.94,retailer,"sale,peak_day"
TXN-8B9E1C5BB702,2026-05-16T14:40:26,290.4,CREDIT,online_sales,Website checkout,351073.57,retailer,"sale,peak_day"
TXN-E53BF5477AF9,2026-05-16T14:57:53,429.31,CREDIT,returns_received,Supplier credit note,360955.67,retailer,"sale,peak_day"
TXN-CDF4BDE0C666,2026-05-16T15:04:45,178.6,CREDIT,product_sales,Walk-in customer,349093.27,retailer,"sale,peak_day"
TXN-50FE1BF15220,2026-05-16T15:08:23,637.29,CREDIT,bulk_order,Bulk purchase - B2B,359768.2,retailer,"sale,peak_day"
TXN-AF0FFAD0FCB9,2026-05-16T15:23:37,446.68,CREDIT,bulk_order,Corporate purchase,362417.43,retailer,"sale,peak_day"
TXN-E02F66017482,2026-05-16T15:58:04,758.16,CREDIT,returns_received,Return from vendor,360526.36,retailer,"sale,peak_day"
TXN-36411E7796AE,2026-05-16T16:23:00,227.08,CREDIT,returns_received,Return from vendor,352444.47,retailer,"sale,peak_day"
TXN-9C01DA0D2813,2026-05-16T17:01:15,10.0,CREDIT,bulk_order,Bulk purchase - B2B,353488.51,retailer,"sale,peak_day"
TXN-841CBAB5385D,2026-05-16T17:56:54,330.42,CREDIT,online_sales,Online cart,350008.54,retailer,"sale,peak_day"
TXN-7B8D72E407DA,2026-05-16T18:01:50,333.89,CREDIT,product_sales,In-store sales,356850.14,retailer,"sale,peak_day"
TXN-E54EAD323C53,2026-05-16T19:07:27,493.96,CREDIT,product_sales,POS transaction,355832.67,retailer,"sale,peak_day"
TXN-1B48CE1CDCBB,2026-05-16T19:26:16,655.49,CREDIT,returns_received,Supplier credit note,354144.0,retailer,"sale,peak_day"
TXN-FAD3177301C1,2026-05-16T20:25:44,490.98,CREDIT,online_sales,Shopify order,359130.91,retailer,"sale,peak_day"
TXN-7004F6A23987,2026-05-16T20:58:57,729.96,CREDIT,returns_received,Return from vendor,361970.75,retailer,"sale,peak_day"
TXN-DFA2BC513A68,2026-05-17T08:19:41,325.06,CREDIT,returns_received,Supplier credit note,358008.37,retailer,"sale,peak_day"
TXN-9B2ECE0BA5BE,2026-05-17T08:49:35,493.17,CREDIT,online_sales,Shopify order,360095.88,retailer,"sale,peak_day"
TXN-9180F88ABBB6,2026-05-17T08:54:07,436.62,CREDIT,bulk_order,Corporate purchase,364953.87,retailer,"sale,peak_day"
TXN-86900588E94A,2026-05-17T08:54:17,259.27,CREDIT,bulk_order,Corporate purchase,364517.25,retailer,"sale,peak_day"
TXN-69D46DD24C41,2026-05-17T08:55:37,626.92,CREDIT,online_sales,Amazon marketplace,363969.78,retailer,"sale,peak_day"
TXN-C53FB186BC27,2026-05-17T09:00:39,249.8,CREDIT,bulk_order,Corporate purchase,360628.1,retailer,"sale,peak_day"
TXN-79DFD758468D,2026-05-17T09:02:12,213.79,CREDIT,returns_received,Return from vendor,362955.29,retailer,"sale,peak_day"
TXN-147674EEA6C6,2026-05-17T10:48:31,97.87,CREDIT,returns_received,Supplier credit note,360193.75,retailer,"sale,peak_day"
TXN-10B0CF15A968,2026-05-17T11:22:08,606.72,CREDIT,bulk_order,Wholesale order,366723.4,retailer,"sale,peak_day"
TXN-C13597133E2B,2026-05-17T12:46:01,184.55,CREDIT,online_sales,Online cart,360378.3,retailer,"sale,peak_day"
TXN-814B5F003526,2026-05-17T12:46:51,31.01,CREDIT,returns_received,Supplier credit note,364257.98,retailer,"sale,peak_day"
TXN-73E1D6975F75,2026-05-17T12:51:56,320.19,CREDIT,bulk_order,Bulk purchase - B2B,358749.59,retailer,"sale,peak_day"
TXN-917A03A93983,2026-05-17T13:58:23,399.76,CREDIT,bulk_order,Wholesale order,359602.71,retailer,"sale,peak_day"
TXN-5EA9F3CAB271,2026-05-17T14:09:25,139.44,CREDIT,product_sales,Counter sale,366862.84,retailer,"sale,peak_day"
TXN-A2B5AC1301CC,2026-05-17T14:20:06,492.88,CREDIT,product_sales,Walk-in customer,361983.6,retailer,"sale,peak_day"
TXN-CA75854C4E52,2026-05-17T14:46:46,349.89,CREDIT,online_sales,Website checkout,361490.72,retailer,"sale,peak_day"
TXN-933A4F0B65D0,2026-05-17T15:24:47,453.36,CREDIT,online_sales,Online cart,359202.95,retailer,"sale,peak_day"
TXN-4A93DF14E2A2,2026-05-17T15:47:35,281.63,CREDIT,returns_received,Return from vendor,360909.73,retailer,"sale,peak_day"
TXN-0CD5B9B822E9,2026-05-17T16:23:00,1498.24,DEBIT,inventory_purchase,Stock order #TXN-9D75,365364.6,retailer,"expense,inventory_order"
TXN-77EEA60FE07A,2026-05-17T17:29:34,421.03,CREDIT,online_sales,Shopify order,358429.4,retailer,"sale,peak_day"
TXN-E707DE7AC819,2026-05-17T17:36:46,461.96,CREDIT,online_sales,Amazon marketplace,365415.83,retailer,"sale,peak_day"
TXN-85B8D3121FF0,2026-05-17T18:13:18,257.19,CREDIT,returns_received,Supplier credit note,364226.97,retailer,"sale,peak_day"
TXN-1135DCB3C133,2026-05-17T18:34:44,231.1,CREDIT,returns_received,Supplier credit note,361140.83,retailer,"sale,peak_day"
TXN-0532B3BF06B7,2026-05-17T18:59:39,757.9,CREDIT,product_sales,In-store sales,362741.5,retailer,"sale,peak_day"
TXN-E800189ADDE0,2026-05-17T19:13:54,461.52,CREDIT,returns_received,Supplier credit note,366116.68,retailer,"sale,peak_day"
TXN-E3F66DACEC88,2026-05-17T19:19:12,239.33,CREDIT,returns_received,Return from vendor,365655.16,retailer,"sale,peak_day"
TXN-327BAD0DE422,2026-05-17T20:20:41,387.57,CREDIT,online_sales,Website checkout,363342.86,retailer,"sale,peak_day"
TXN-D9DBB75F6F9B,2026-05-18T09:04:43,657.11,CREDIT,returns_received,Supplier credit note,368216.69,retailer,sale
TXN-DD6A845C8F16,2026-05-18T09:19:00,764.53,DEBIT,maintenance,AC servicing,367497.15,retailer,expense
TXN-0931D4F87B73,2026-05-18T10:27:00,50.0,DEBIT,marketing,Influencer payment,367447.15,retailer,expense
TXN-BE6672CE11EB,2026-05-18T11:41:00,1932.75,DEBIT,logistics,Shipping cost,365514.4,retailer,expense
TXN-BC3373B9F672,2026-05-18T13:05:00,1042.19,DEBIT,logistics,Shipping cost,368261.68,retailer,expense
TXN-C8289BE17954,2026-05-18T14:57:39,553.21,CREDIT,online_sales,Website checkout,369303.87,retailer,sale
TXN-40A06B001265,2026-05-18T16:12:17,451.91,CREDIT,bulk_order,Corporate purchase,367097.49,retailer,sale
TXN-08D3216D07BD,2026-05-18T16:33:03,518.02,CREDIT,returns_received,Return from vendor,365882.62,retailer,sale
TXN-CD986EAE24FE,2026-05-18T17:32:05,413.81,CREDIT,returns_received,Return from vendor,366296.43,retailer,sale
TXN-A0C2AC677001,2026-05-18T18:34:16,533.97,CREDIT,online_sales,Shopify order,368750.66,retailer,sale
TXN-7B9D10EFB3ED,2026-05-18T19:26:37,462.09,CREDIT,online_sales,Amazon marketplace,367559.58,retailer,sale
TXN-B756BDDFFAC1,2026-05-18T19:41:26,349.15,CREDIT,returns_received,Supplier credit note,366645.58,retailer,sale
TXN-1598BFC28ECB,2026-05-19T08:53:39,415.18,CREDIT,product_sales,POS transaction,372419.3,retailer,sale
TXN-1503A74A53EC,2026-05-19T09:08:39,713.59,CREDIT,bulk_order,Wholesale order,368038.7,retailer,sale
TXN-6C0FB51518A0,2026-05-19T10:05:00,1909.35,DEBIT,logistics,Courier charges,372483.17,retailer,expense
TXN-D1320B9E7C81,2026-05-19T10:51:44,224.5,CREDIT,bulk_order,Bulk purchase - B2B,372643.8,retailer,sale
TXN-18E99A0B2FE9,2026-05-19T10:55:15,376.31,CREDIT,returns_received,Return from vendor,366612.31,retailer,sale
TXN-E8A6B99761A4,2026-05-19T11:50:56,515.21,CREDIT,returns_received,Return from vendor,369998.53,retailer,sale
TXN-3B09C1434CEA,2026-05-19T11:54:45,241.22,CREDIT,product_sales,Walk-in customer,370875.27,retailer,sale
TXN-C29DFFE2054A,2026-05-19T14:13:38,533.15,CREDIT,product_sales,POS transaction,372004.12,retailer,sale
TXN-E7A7A2874E26,2026-05-19T14:25:21,595.22,CREDIT,online_sales,Shopify order,373460.82,retailer,sale
TXN-63DC460AA84A,2026-05-19T15:49:52,219.24,CREDIT,online_sales,Shopify order,367325.11,retailer,sale
TXN-D90CC519E772,2026-05-19T15:50:00,1104.77,DEBIT,logistics,Shipping cost,371378.4,retailer,expense
TXN-881CF678BCF5,2026-05-19T15:56:17,221.8,CREDIT,returns_received,Supplier credit note,372865.6,retailer,sale
TXN-D735E1A85FD3,2026-05-19T16:12:42,547.4,CREDIT,online_sales,Website checkout,369483.32,retailer,sale
TXN-7A7F2B50CA8B,2026-05-19T16:27:00,809.46,DEBIT,maintenance,Equipment maintenance,374392.52,retailer,expense
TXN-C1276A10CE70,2026-05-19T16:28:37,397.3,CREDIT,product_sales,Counter sale,375201.98,retailer,sale
TXN-A6D6BD1C1B55,2026-05-19T16:51:09,721.6,CREDIT,online_sales,Online cart,366236.0,retailer,sale
TXN-F2068DDFA0DA,2026-05-19T16:52:36,69.5,CREDIT,returns_received,Supplier credit note,374048.22,retailer,sale
TXN-60BA0A1C44E6,2026-05-19T16:58:38,756.46,CREDIT,returns_received,Return from vendor,374804.68,retailer,sale
TXN-2D879A489E4C,2026-05-19T18:16:33,486.4,CREDIT,bulk_order,Wholesale order,368525.1,retailer,sale
TXN-6AD4DBC8CC34,2026-05-19T18:30:21,286.68,CREDIT,returns_received,Supplier credit note,370634.05,retailer,sale
TXN-7F806F816CE0,2026-05-19T18:31:51,348.84,CREDIT,online_sales,Online cart,370347.37,retailer,sale
TXN-26954C502CB8,2026-05-19T18:34:10,595.7,CREDIT,bulk_order,Bulk purchase - B2B,371470.97,retailer,sale
TXN-4D9A4CFC050B,2026-05-19T19:10:33,493.56,CREDIT,product_sales,Walk-in customer,367105.87,retailer,sale
TXN-34B8376946A3,2026-05-19T19:30:07,410.82,CREDIT,product_sales,In-store sales,368935.92,retailer,sale
TXN-B9701B67B258,2026-05-19T20:04:14,517.9,CREDIT,product_sales,In-store sales,373978.72,retailer,sale
TXN-5724A9379CBB,2026-05-20T08:57:29,472.51,CREDIT,returns_received,Return from vendor,373926.85,retailer,sale
TXN-EB7D328952D3,2026-05-20T09:17:51,292.84,CREDIT,product_sales,Walk-in customer,373230.46,retailer,sale
TXN-CA9FC9B00065,2026-05-20T09:22:34,583.12,CREDIT,product_sales,In-store sales,377014.58,retailer,sale
TXN-A0B0C63A27EB,2026-05-20T09:36:00,785.01,DEBIT,logistics,Last-mile delivery,373788.39,retailer,expense
TXN-B52253CE1F33,2026-05-20T10:07:04,475.63,CREDIT,bulk_order,Corporate purchase,372341.99,retailer,sale
TXN-127C55D26EAB,2026-05-20T11:01:00,1340.55,DEBIT,marketing,Print marketing,374573.4,retailer,expense
TXN-3AB9440905C5,2026-05-20T11:15:54,61.69,CREDIT,online_sales,Website checkout,372937.62,retailer,sale
TXN-EF34E3DF7814,2026-05-20T12:15:19,778.56,CREDIT,returns_received,Supplier credit note,375222.4,retailer,sale
TXN-2F55C6A5F34A,2026-05-20T12:21:29,28.18,CREDIT,bulk_order,Wholesale order,376431.46,retailer,sale
TXN-496EC49A94F8,2026-05-20T13:19:33,106.8,CREDIT,returns_received,Return from vendor,376011.31,retailer,sale
TXN-80E4CE3AE19D,2026-05-20T13:30:28,329.39,CREDIT,bulk_order,Wholesale order,377343.97,retailer,sale
TXN-AB7CCC7F4555,2026-05-20T13:43:00,1166.0,DEBIT,utilities,Electricity bill,375913.95,retailer,expense
TXN-0A7E3B03CC27,2026-05-20T15:22:37,223.88,CREDIT,returns_received,Return from vendor,373454.34,retailer,sale
TXN-E4B6272ABDD3,2026-05-20T15:28:00,264.02,DEBIT,inventory_purchase,Stock order #TXN-DFD7,377079.95,retailer,"expense,inventory_order"
TXN-E3B9BB97AD05,2026-05-20T15:48:43,297.61,CREDIT,bulk_order,Wholesale order,372639.6,retailer,sale
TXN-1F86069549B7,2026-05-20T16:30:40,437.44,CREDIT,product_sales,Counter sale,371815.84,retailer,sale
TXN-4385B6E040AB,2026-05-20T17:34:56,50.52,CREDIT,online_sales,Amazon marketplace,371866.36,retailer,sale
TXN-A59307849DC1,2026-05-20T18:19:46,236.33,CREDIT,returns_received,Return from vendor,372875.93,retailer,sale
TXN-732D1AD9E82B,2026-05-20T20:09:55,391.97,CREDIT,product_sales,In-store sales,376403.28,retailer,sale
TXN-BC6D98AF4F61,2026-05-20T20:34:35,682.11,CREDIT,product_sales,In-store sales,375904.51,retailer,sale
TXN-5DC4FB8C2DAD,2026-05-20T20:54:28,516.99,CREDIT,returns_received,Return from vendor,374443.84,retailer,sale
TXN-87360976E303,2026-05-21T09:07:01,563.38,CREDIT,product_sales,In-store sales,375000.02,retailer,sale
TXN-49615036E2EA,2026-05-21T09:44:44,569.3,CREDIT,online_sales,Shopify order,383287.42,retailer,sale
TXN-ECBE94ECDDC2,2026-05-21T11:14:46,487.22,CREDIT,returns_received,Supplier credit note,384711.81,retailer,sale
TXN-D3926347A83F,2026-05-21T11:41:39,702.15,CREDIT,product_sales,Counter sale,380826.25,retailer,sale
TXN-E256FFA4DE88,2026-05-21T11:59:00,1656.76,DEBIT,logistics,Shipping cost,384263.67,retailer,expense
TXN-E3CD16C1066E,2026-05-21T12:00:44,299.05,CREDIT,bulk_order,Bulk purchase - B2B,377407.62,retailer,sale
TXN-8FE41319F86D,2026-05-21T12:13:17,181.47,CREDIT,product_sales,Walk-in customer,381588.24,retailer,sale
TXN-67C7C3FACB04,2026-05-21T12:16:09,514.99,CREDIT,returns_received,Return from vendor,381353.48,retailer,sale
TXN-062E1EE22681,2026-05-21T12:47:41,591.01,CREDIT,online_sales,Website checkout,384224.59,retailer,sale
TXN-80B413D4748A,2026-05-21T12:50:51,537.68,CREDIT,product_sales,In-store sales,374326.07,retailer,sale
TXN-5C1B78522A64,2026-05-21T12:56:13,110.57,CREDIT,product_sales,Walk-in customer,374436.64,retailer,sale
TXN-B7433360A078,2026-05-21T13:28:52,827.95,CREDIT,returns_received,Supplier credit note,385539.76,retailer,sale
TXN-6D80B52B6C93,2026-05-21T13:35:32,12.24,CREDIT,returns_received,Return from vendor,380838.49,retailer,sale
TXN-2A16C522F5A1,2026-05-21T13:42:33,878.66,CREDIT,product_sales,Counter sale,379016.36,retailer,sale
TXN-B52DA88B5A29,2026-05-21T13:47:18,53.29,CREDIT,online_sales,Online cart,381406.77,retailer,sale
TXN-C0141DB1199B,2026-05-21T13:59:49,327.35,CREDIT,product_sales,Counter sale,378137.7,retailer,sale
TXN-2B3EF2DDD815,2026-05-21T14:03:45,250.68,CREDIT,online_sales,Shopify order,376142.91,retailer,sale
TXN-E9C1FE6D3656,2026-05-21T15:02:49,402.73,CREDIT,online_sales,Shopify order,377810.35,retailer,sale
TXN-3FB34C5BB44C,2026-05-21T15:51:07,327.35,CREDIT,bulk_order,Corporate purchase,375327.37,retailer,sale
TXN-71205B0C403C,2026-05-21T16:53:18,346.16,CREDIT,returns_received,Supplier credit note,383633.58,retailer,sale
TXN-CE9AB75AE501,2026-05-21T17:03:39,474.56,CREDIT,returns_received,Return from vendor,376617.47,retailer,sale
TXN-61C1AF1BEFDD,2026-05-21T17:24:16,564.86,CREDIT,returns_received,Return from vendor,375892.23,retailer,sale
TXN-C75130DB23AA,2026-05-21T17:32:32,551.14,CREDIT,returns_received,Supplier credit note,380124.1,retailer,sale
TXN-C6BA805D8D72,2026-05-21T17:51:43,446.11,CREDIT,product_sales,In-store sales,382034.35,retailer,sale
TXN-41FB6CE7C237,2026-05-21T18:53:17,683.77,CREDIT,returns_received,Supplier credit note,382718.12,retailer,sale
TXN-43CF9FB777CE,2026-05-21T18:56:57,491.1,CREDIT,product_sales,Counter sale,377108.57,retailer,sale
TXN-C0B4425EC388,2026-05-21T19:09:25,380.67,CREDIT,product_sales,Counter sale,385920.43,retailer,sale
TXN-6CA42EB14FA4,2026-05-21T19:10:55,437.82,CREDIT,returns_received,Return from vendor,379572.96,retailer,sale
TXN-D673CEF23108,2026-05-21T20:21:17,118.78,CREDIT,online_sales,Amazon marketplace,379135.14,retailer,sale
TXN-43F28C4E848E,2026-05-22T08:56:38,543.56,CREDIT,product_sales,POS transaction,390166.67,retailer,"sale,peak_day"
TXN-E588E38FBAEF,2026-05-22T08:57:00,1423.49,DEBIT,utilities,Internet bill,390600.74,retailer,expense
TXN-005E329194A7,2026-05-22T09:32:19,541.01,CREDIT,product_sales,Counter sale,384804.68,retailer,"sale,peak_day"
TXN-5F912AE253D0,2026-05-22T09:39:41,405.47,CREDIT,product_sales,Walk-in customer,388469.92,retailer,"sale,peak_day"
TXN-F8F29E5B15F3,2026-05-22T10:35:17,525.02,CREDIT,product_sales,POS transaction,391399.86,retailer,"sale,peak_day"
TXN-4EE5DE3D1A07,2026-05-22T10:47:32,77.97,CREDIT,product_sales,POS transaction,384882.65,retailer,"sale,peak_day"
TXN-7CC1F4648DF4,2026-05-22T11:02:54,350.08,CREDIT,online_sales,Website checkout,390874.84,retailer,"sale,peak_day"
TXN-3A76B800A14F,2026-05-22T12:26:35,637.03,CREDIT,online_sales,Shopify order,386477.6,retailer,"sale,peak_day"
TXN-28674F02C6C1,2026-05-22T12:34:56,549.21,CREDIT,bulk_order,Bulk purchase - B2B,387918.78,retailer,"sale,peak_day"
